id,image_path,gender,subCategory,articleType,baseColour,productDisplayName,flipkart_url,amazon_url
26368,images/26368.jpg,women,topwear,shirts,red,Arrow Woman Red Shirt,https://www.flipkart.com/search?q=Arrow+Woman+Red+Shirt+Shirts,https://www.amazon.in/s?k=Arrow+Woman+Red+Shirt+Shirts
29320,images/29320.jpg,men,topwear,tshirts,green,ADIDAS Men Green Jersey,https://www.flipkart.com/search?q=ADIDAS+Men+Green+Jersey+Tshirts,https://www.amazon.in/s?k=ADIDAS+Men+Green+Jersey+Tshirts
12961,images/12961.jpg,men,sandal,sandals,brown,ADIDAS Men Casual Brown Sandals,https://www.flipkart.com/search?q=ADIDAS+Men+Casual+Brown+Sandals+Sandals,https://www.amazon.in/s?k=ADIDAS+Men+Casual+Brown+Sandals+Sandals
45408,images/45408.jpg,women,shoes,flats,beige,Rocia Women Beige & Brown Sandals,https://www.flipkart.com/search?q=Rocia+Women+Beige+%26+Brown+Sandals+Flats,https://www.amazon.in/s?k=Rocia+Women+Beige+%26+Brown+Sandals+Flats
15378,images/15378.jpg,men,shoes,sports shoes,grey,Fila Men Coloda Grey Sports Shoes,https://www.flipkart.com/search?q=Fila+Men+Coloda+Grey+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=Fila+Men+Coloda+Grey+Sports+Shoes+Sports+Shoes
58185,images/58185.jpg,women,bags,handbags,purple,Rocky S Women Purple Handbag,https://www.flipkart.com/search?q=Rocky+S+Women+Purple+Handbag+Handbags,https://www.amazon.in/s?k=Rocky+S+Women+Purple+Handbag+Handbags
40946,images/40946.jpg,girls,topwear,tops,navy blue,Gini and Jony Girls Nautical Blues Navy Blue Top,https://www.flipkart.com/search?q=Gini+and+Jony+Girls+Nautical+Blues+Navy+Blue+Top+Tops,https://www.amazon.in/s?k=Gini+and+Jony+Girls+Nautical+Blues+Navy+Blue+Top+Tops
21971,images/21971.jpg,women,bags,handbags,green,Murcia Women Casual Multi Handbag,https://www.flipkart.com/search?q=Murcia+Women+Casual+Multi+Handbag+Handbags,https://www.amazon.in/s?k=Murcia+Women+Casual+Multi+Handbag+Handbags
33488,images/33488.jpg,men,topwear,shirts,purple,Doodle Kids Boy Check Purple Shirt,https://www.flipkart.com/search?q=Doodle+Kids+Boy+Check+Purple+Shirt+Shirts,https://www.amazon.in/s?k=Doodle+Kids+Boy+Check+Purple+Shirt+Shirts
52679,images/52679.jpg,women,watches,watches,bronze,Morellato Women Silver Dial Watch,https://www.flipkart.com/search?q=Morellato+Women+Silver+Dial+Watch+Watches,https://www.amazon.in/s?k=Morellato+Women+Silver+Dial+Watch+Watches
59291,images/59291.jpg,men,watches,watches,grey,Titan Edge Men Grey Dial Watch,https://www.flipkart.com/search?q=Titan+Edge+Men+Grey+Dial+Watch+Watches,https://www.amazon.in/s?k=Titan+Edge+Men+Grey+Dial+Watch+Watches
20259,images/20259.jpg,men,topwear,tshirts,white,Wrangler Men Polo White T-shirt,https://www.flipkart.com/search?q=Wrangler+Men+Polo+White+T-shirt+Tshirts,https://www.amazon.in/s?k=Wrangler+Men+Polo+White+T-shirt+Tshirts
39374,images/39374.jpg,women,watches,watches,green,Helix Women Green Dial Watch,https://www.flipkart.com/search?q=Helix+Women+Green+Dial+Watch+Watches,https://www.amazon.in/s?k=Helix+Women+Green+Dial+Watch+Watches
15982,images/15982.jpg,men,topwear,shirts,grey,Turtle Stripes Men Grey Shirt,https://www.flipkart.com/search?q=Turtle+Stripes+Men+Grey+Shirt+Shirts,https://www.amazon.in/s?k=Turtle+Stripes+Men+Grey+Shirt+Shirts
14850,images/14850.jpg,men,wallets,wallets,black,United Colors of Benetton Men Solid Black Wallets,https://www.flipkart.com/search?q=United+Colors+of+Benetton+Men+Solid+Black+Wallets+Wallets,https://www.amazon.in/s?k=United+Colors+of+Benetton+Men+Solid+Black+Wallets+Wallets
28808,images/28808.jpg,men,topwear,shirts,black,Denizen Men Striped Black Shirt,https://www.flipkart.com/search?q=Denizen+Men+Striped+Black+Shirt+Shirts,https://www.amazon.in/s?k=Denizen+Men+Striped+Black+Shirt+Shirts
43539,images/43539.jpg,women,topwear,tops,white,French Connection Women Multicoloured Striped Top,https://www.flipkart.com/search?q=French+Connection+Women+Multicoloured+Striped+Top+Tops,https://www.amazon.in/s?k=French+Connection+Women+Multicoloured+Striped+Top+Tops
13249,images/13249.jpg,men,bottomwear,trousers,brown,Palm Tree Kids Boy Solid Brown Trousers,https://www.flipkart.com/search?q=Palm+Tree+Kids+Boy+Solid+Brown+Trousers+Trousers,https://www.amazon.in/s?k=Palm+Tree+Kids+Boy+Solid+Brown+Trousers+Trousers
19773,images/19773.jpg,women,bottomwear,stockings,grey,United Colors of Benetton Women Grey Striped Tights,https://www.flipkart.com/search?q=United+Colors+of+Benetton+Women+Grey+Striped+Tights+Stockings,https://www.amazon.in/s?k=United+Colors+of+Benetton+Women+Grey+Striped+Tights+Stockings
46877,images/46877.jpg,men,socks,socks,beige,Lino Perros Men Pack of 2 Socks,https://www.flipkart.com/search?q=Lino+Perros+Men+Pack+of+2+Socks+Socks,https://www.amazon.in/s?k=Lino+Perros+Men+Pack+of+2+Socks+Socks
31119,images/31119.jpg,girls,topwear,tops,purple,Gini and Jony Girls Purple Top,https://www.flipkart.com/search?q=Gini+and+Jony+Girls+Purple+Top+Tops,https://www.amazon.in/s?k=Gini+and+Jony+Girls+Purple+Top+Tops
8324,images/8324.jpg,boys,topwear,tshirts,white,Doodle Boy's Athletic 77 Dept White Kidswear,https://www.flipkart.com/search?q=Doodle+Boy%27s+Athletic+77+Dept+White+Kidswear+Tshirts,https://www.amazon.in/s?k=Doodle+Boy%27s+Athletic+77+Dept+White+Kidswear+Tshirts
28034,images/28034.jpg,men,innerwear,briefs,charcoal,Jockey ELANCE Men Charcoal Grey Y Front Briefs 1006,https://www.flipkart.com/search?q=Jockey+ELANCE+Men+Charcoal+Grey+Y+Front+Briefs+1006+Briefs,https://www.amazon.in/s?k=Jockey+ELANCE+Men+Charcoal+Grey+Y+Front+Briefs+1006+Briefs
47199,images/47199.jpg,men,shoes,formal shoes,brown,Franco Leone Men Dark Brown Formal Shoes,https://www.flipkart.com/search?q=Franco+Leone+Men+Dark+Brown+Formal+Shoes+Formal+Shoes,https://www.amazon.in/s?k=Franco+Leone+Men+Dark+Brown+Formal+Shoes+Formal+Shoes
27840,images/27840.jpg,men,belts,belts,red,Bulchee Men Red Leather Belt,https://www.flipkart.com/search?q=Bulchee+Men+Red+Leather+Belt+Belts,https://www.amazon.in/s?k=Bulchee+Men+Red+Leather+Belt+Belts
26992,images/26992.jpg,women,bottomwear,jeans,blue,Jealous 21 Women Washed Light Blue Jeans,https://www.flipkart.com/search?q=Jealous+21+Women+Washed+Light+Blue+Jeans+Jeans,https://www.amazon.in/s?k=Jealous+21+Women+Washed+Light+Blue+Jeans+Jeans
31925,images/31925.jpg,women,bags,handbags,red,Fabindia Women Red Silk Handbag,https://www.flipkart.com/search?q=Fabindia+Women+Red+Silk+Handbag+Handbags,https://www.amazon.in/s?k=Fabindia+Women+Red+Silk+Handbag+Handbags
18493,images/18493.jpg,men,sandal,sandals,multi,Puma Men Duncan Multi Slipper,https://www.flipkart.com/search?q=Puma+Men+Duncan+Multi+Slipper+Sandals,https://www.amazon.in/s?k=Puma+Men+Duncan+Multi+Slipper+Sandals
8116,images/8116.jpg,men,watches,watches,navy blue,Fastrack Men Analog Steel Navy Blue Watch,https://www.flipkart.com/search?q=Fastrack+Men+Analog+Steel+Navy+Blue+Watch+Watches,https://www.amazon.in/s?k=Fastrack+Men+Analog+Steel+Navy+Blue+Watch+Watches
7962,images/7962.jpg,men,topwear,tshirts,black,Puma Men's Graphic Black Red T-shirt,https://www.flipkart.com/search?q=Puma+Men%27s+Graphic+Black+Red+T-shirt+Tshirts,https://www.amazon.in/s?k=Puma+Men%27s+Graphic+Black+Red+T-shirt+Tshirts
19541,images/19541.jpg,men,gloves,gloves,black,United Colors of Benetton Men Solid Black Gloves,https://www.flipkart.com/search?q=United+Colors+of+Benetton+Men+Solid+Black+Gloves+Gloves,https://www.amazon.in/s?k=United+Colors+of+Benetton+Men+Solid+Black+Gloves+Gloves
13847,images/13847.jpg,women,topwear,tops,white,United Colors of Benetton Women Printed White Top,https://www.flipkart.com/search?q=United+Colors+of+Benetton+Women+Printed+White+Top+Tops,https://www.amazon.in/s?k=United+Colors+of+Benetton+Women+Printed+White+Top+Tops
16509,images/16509.jpg,men,bottomwear,jeans,blue,Locomotive Men Washed Blue Jeans,https://www.flipkart.com/search?q=Locomotive+Men+Washed+Blue+Jeans+Jeans,https://www.amazon.in/s?k=Locomotive+Men+Washed+Blue+Jeans+Jeans
12995,images/12995.jpg,boys,shoes,casual shoes,brown,Timberland Kids Boys Brown Casual Shoes,https://www.flipkart.com/search?q=Timberland+Kids+Boys+Brown+Casual+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Timberland+Kids+Boys+Brown+Casual+Shoes+Casual+Shoes
46279,images/46279.jpg,women,topwear,tunics,blue,109F Women Blue & Green Polka Dot Print Tunic,https://www.flipkart.com/search?q=109F+Women+Blue+%26+Green+Polka+Dot+Print+Tunic+Tunics,https://www.amazon.in/s?k=109F+Women+Blue+%26+Green+Polka+Dot+Print+Tunic+Tunics
53599,images/53599.jpg,men,free gifts,free gifts,black,Q&Q Men Black Digital Watch,https://www.flipkart.com/search?q=Q%26Q+Men+Black+Digital+Watch+Free+Gifts,https://www.amazon.in/s?k=Q%26Q+Men+Black+Digital+Watch+Free+Gifts
58171,images/58171.jpg,women,bags,handbags,grey,Rocky S Women Grey Handbag,https://www.flipkart.com/search?q=Rocky+S+Women+Grey+Handbag+Handbags,https://www.amazon.in/s?k=Rocky+S+Women+Grey+Handbag+Handbags
5609,images/5609.jpg,men,sandal,sports sandals,navy blue,ADIDAS Men Receptor Navy Sports Sandals,https://www.flipkart.com/search?q=ADIDAS+Men+Receptor+Navy+Sports+Sandals+Sports+Sandals,https://www.amazon.in/s?k=ADIDAS+Men+Receptor+Navy+Sports+Sandals+Sports+Sandals
21985,images/21985.jpg,women,bags,handbags,brown,Murcia Women Casual Brown Handbag,https://www.flipkart.com/search?q=Murcia+Women+Casual+Brown+Handbag+Handbags,https://www.amazon.in/s?k=Murcia+Women+Casual+Brown+Handbag+Handbags
39146,images/39146.jpg,women,apparel set,kurta sets,purple,Aneri Women Purple Ombre Churidar Kurta & Dupatta Set,https://www.flipkart.com/search?q=Aneri+Women+Purple+Ombre+Churidar+Kurta+%26+Dupatta+Set+Kurta+Sets,https://www.amazon.in/s?k=Aneri+Women+Purple+Ombre+Churidar+Kurta+%26+Dupatta+Set+Kurta+Sets
57139,images/57139.jpg,women,bottomwear,trousers,black,Elle Women Black Etra Slim Fit Trousers,https://www.flipkart.com/search?q=Elle+Women+Black+Etra+Slim+Fit+Trousers+Trousers,https://www.amazon.in/s?k=Elle+Women+Black+Etra+Slim+Fit+Trousers+Trousers
16951,images/16951.jpg,men,eyewear,sunglasses,black,Image Men Classic Eyewear Black Sunglasses,https://www.flipkart.com/search?q=Image+Men+Classic+Eyewear+Black+Sunglasses+Sunglasses,https://www.amazon.in/s?k=Image+Men+Classic+Eyewear+Black+Sunglasses+Sunglasses
49655,images/49655.jpg,women,bottomwear,skirts,pink,Mineral Pink & Green Skirt,https://www.flipkart.com/search?q=Mineral+Pink+%26+Green+Skirt+Skirts,https://www.amazon.in/s?k=Mineral+Pink+%26+Green+Skirt+Skirts
19125,images/19125.jpg,women,flip flops,flip flops,blue,Lotto Women XL Kelly Blue Slippers,https://www.flipkart.com/search?q=Lotto+Women+XL+Kelly+Blue+Slippers+Flip+Flops,https://www.amazon.in/s?k=Lotto+Women+XL+Kelly+Blue+Slippers+Flip+Flops
48787,images/48787.jpg,women,jewellery,pendant,silver,Lucera Women Silver Pendant,https://www.flipkart.com/search?q=Lucera+Women+Silver+Pendant+Pendant,https://www.amazon.in/s?k=Lucera+Women+Silver+Pendant+Pendant
17883,images/17883.jpg,men,innerwear,innerwear vests,navy blue,Levis Men Comfort Style Navy Blue Innerwear Vest,https://www.flipkart.com/search?q=Levis+Men+Comfort+Style+Navy+Blue+Innerwear+Vest+Innerwear+Vests,https://www.amazon.in/s?k=Levis+Men+Comfort+Style+Navy+Blue+Innerwear+Vest+Innerwear+Vests
2048,images/2048.jpg,men,topwear,tshirts,black,ADIDAS Men's Crew Black T-shirt,https://www.flipkart.com/search?q=ADIDAS+Men%27s+Crew+Black+T-shirt+Tshirts,https://www.amazon.in/s?k=ADIDAS+Men%27s+Crew+Black+T-shirt+Tshirts
22358,images/22358.jpg,men,topwear,shirts,beige,John Players Men Solid Beige Shirt,https://www.flipkart.com/search?q=John+Players+Men+Solid+Beige+Shirt+Shirts,https://www.amazon.in/s?k=John+Players+Men+Solid+Beige+Shirt+Shirts
28662,images/28662.jpg,men,shoes,casual shoes,black,Nike Men Lunar Flow Black Casual Shoes,https://www.flipkart.com/search?q=Nike+Men+Lunar+Flow+Black+Casual+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Nike+Men+Lunar+Flow+Black+Casual+Shoes+Casual+Shoes
50778,images/50778.jpg,men,shoes,casual shoes,navy blue,Clarks Men Navy Leather Sneakers,https://www.flipkart.com/search?q=Clarks+Men+Navy+Leather+Sneakers+Casual+Shoes,https://www.amazon.in/s?k=Clarks+Men+Navy+Leather+Sneakers+Casual+Shoes
2874,images/2874.jpg,women,shoes,heels,black,Catwalk Women Black Heels,https://www.flipkart.com/search?q=Catwalk+Women+Black+Heels+Heels,https://www.amazon.in/s?k=Catwalk+Women+Black+Heels+Heels
33824,images/33824.jpg,women,shoes,sports shoes,grey,Puma Women Grey Axis Sports Shoes,https://www.flipkart.com/search?q=Puma+Women+Grey+Axis+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=Puma+Women+Grey+Axis+Sports+Shoes+Sports+Shoes
58515,images/58515.jpg,women,topwear,tops,white,Tonga Women White Top,https://www.flipkart.com/search?q=Tonga+Women+White+Top+Tops,https://www.amazon.in/s?k=Tonga+Women+White+Top+Tops
25941,images/25941.jpg,women,scarves,scarves,yellow,Femella Women Yellow & Brown Scarf,https://www.flipkart.com/search?q=Femella+Women+Yellow+%26+Brown+Scarf+Scarves,https://www.amazon.in/s?k=Femella+Women+Yellow+%26+Brown+Scarf+Scarves
45098,images/45098.jpg,women,innerwear,briefs,pink,Bwitch Fushia Pink Sapphire Brief,https://www.flipkart.com/search?q=Bwitch+Fushia+Pink+Sapphire+Brief+Briefs,https://www.amazon.in/s?k=Bwitch+Fushia+Pink+Sapphire+Brief+Briefs
33018,images/33018.jpg,women,topwear,kurtas,green,Mother Earth Women Striped Green Kurta,https://www.flipkart.com/search?q=Mother+Earth+Women+Striped+Green+Kurta+Kurtas,https://www.amazon.in/s?k=Mother+Earth+Women+Striped+Green+Kurta+Kurtas
44976,images/44976.jpg,men,watches,watches,black,Maxima Attivo Men Black Dial Watch,https://www.flipkart.com/search?q=Maxima+Attivo+Men+Black+Dial+Watch+Watches,https://www.amazon.in/s?k=Maxima+Attivo+Men+Black+Dial+Watch+Watches
11348,images/11348.jpg,men,bottomwear,jeans,navy blue,Lee Men Navy Blue Powell Fit Jeans,https://www.flipkart.com/search?q=Lee+Men+Navy+Blue+Powell+Fit+Jeans+Jeans,https://www.amazon.in/s?k=Lee+Men+Navy+Blue+Powell+Fit+Jeans+Jeans
41438,images/41438.jpg,men,shoes,sports shoes,white,Lee Cooper Men White Sports Shoes,https://www.flipkart.com/search?q=Lee+Cooper+Men+White+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=Lee+Cooper+Men+White+Sports+Shoes+Sports+Shoes
52813,images/52813.jpg,men,wallets,wallets,brown,JAG Men Chocolate Brown Leather Wallet,https://www.flipkart.com/search?q=JAG+Men+Chocolate+Brown+Leather+Wallet+Wallets,https://www.amazon.in/s?k=JAG+Men+Chocolate+Brown+Leather+Wallet+Wallets
39522,images/39522.jpg,unisex,bags,laptop bag,black,Peter England Unisex Black Bag,https://www.flipkart.com/search?q=Peter+England+Unisex+Black+Bag+Laptop+Bag,https://www.amazon.in/s?k=Peter+England+Unisex+Black+Bag+Laptop+Bag
44378,images/44378.jpg,men,fragrance,perfume and body mist,black,ADIDAS Men Dynamic Pulse Perfume,https://www.flipkart.com/search?q=ADIDAS+Men+Dynamic+Pulse+Perfume+Perfume+and+Body+Mist,https://www.amazon.in/s?k=ADIDAS+Men+Dynamic+Pulse+Perfume+Perfume+and+Body+Mist
58727,images/58727.jpg,women,topwear,tshirts,purple,Puma Women Purple T-shirt,https://www.flipkart.com/search?q=Puma+Women+Purple+T-shirt+Tshirts,https://www.amazon.in/s?k=Puma+Women+Purple+T-shirt+Tshirts
14408,images/14408.jpg,women,shoes,heels,beige,Enroute Women Casual Beige Flats,https://www.flipkart.com/search?q=Enroute+Women+Casual+Beige+Flats+Heels,https://www.amazon.in/s?k=Enroute+Women+Casual+Beige+Flats+Heels
11946,images/11946.jpg,men,sandal,sandals,brown,Ganuchi Men Casual Brown Sandals,https://www.flipkart.com/search?q=Ganuchi+Men+Casual+Brown+Sandals+Sandals,https://www.amazon.in/s?k=Ganuchi+Men+Casual+Brown+Sandals+Sandals
36758,images/36758.jpg,women,watches,watches,grey,Maxima Women Grey Dial Watch,https://www.flipkart.com/search?q=Maxima+Women+Grey+Dial+Watch+Watches,https://www.amazon.in/s?k=Maxima+Women+Grey+Dial+Watch+Watches
5863,images/5863.jpg,men,topwear,tshirts,purple,ADIDAS Men's Saltero Purple T-shirt,https://www.flipkart.com/search?q=ADIDAS+Men%27s+Saltero+Purple+T-shirt+Tshirts,https://www.amazon.in/s?k=ADIDAS+Men%27s+Saltero+Purple+T-shirt+Tshirts
39710,images/39710.jpg,unisex,watches,watches,blue,ADIDAS Original Unisex Blue Dial Chronograph Watch ADH2639,https://www.flipkart.com/search?q=ADIDAS+Original+Unisex+Blue+Dial+Chronograph+Watch+ADH2639+Watches,https://www.amazon.in/s?k=ADIDAS+Original+Unisex+Blue+Dial+Chronograph+Watch+ADH2639+Watches
19317,images/19317.jpg,unisex,bags,backpacks,black,Nike Unisex Casual Black Backpack,https://www.flipkart.com/search?q=Nike+Unisex+Casual+Black+Backpack+Backpacks,https://www.amazon.in/s?k=Nike+Unisex+Casual+Black+Backpack+Backpacks
55038,images/55038.jpg,women,lips,lipstick,brown,Lakme Absolute Matte Brick Lipstick 51,https://www.flipkart.com/search?q=Lakme+Absolute+Matte+Brick+Lipstick+51+Lipstick,https://www.amazon.in/s?k=Lakme+Absolute+Matte+Brick+Lipstick+51+Lipstick
8740,images/8740.jpg,men,topwear,shirts,navy blue,Indigo Nation Men Checks Navy Blue Shirt,https://www.flipkart.com/search?q=Indigo+Nation+Men+Checks+Navy+Blue+Shirt+Shirts,https://www.amazon.in/s?k=Indigo+Nation+Men+Checks+Navy+Blue+Shirt+Shirts
23884,images/23884.jpg,men,shoes,sports shoes,white,Fila Men Hitech White Sports Shoes,https://www.flipkart.com/search?q=Fila+Men+Hitech+White+Sports+Shoes+Sports+Shoes,https://www.amazon.in/s?k=Fila+Men+Hitech+White+Sports+Shoes+Sports+Shoes
9692,images/9692.jpg,men,topwear,tshirts,navy blue,Classic Polo Men Ikon Navy Blue Polo Tshirts,https://www.flipkart.com/search?q=Classic+Polo+Men+Ikon+Navy+Blue+Polo+Tshirts+Tshirts,https://www.amazon.in/s?k=Classic+Polo+Men+Ikon+Navy+Blue+Polo+Tshirts+Tshirts
27418,images/27418.jpg,women,bottomwear,capris,red,Jockey Women Red Relaxed Capris,https://www.flipkart.com/search?q=Jockey+Women+Red+Relaxed+Capris+Capris,https://www.amazon.in/s?k=Jockey+Women+Red+Relaxed+Capris+Capris
34833,images/34833.jpg,women,shoes,flats,green,ADIDAS Women Sweep Green Sandals,https://www.flipkart.com/search?q=ADIDAS+Women+Sweep+Green+Sandals+Flats,https://www.amazon.in/s?k=ADIDAS+Women+Sweep+Green+Sandals+Flats
7708,images/7708.jpg,women,bottomwear,jeans,blue,Jealous 21 Women Aliah Blue Jegging,https://www.flipkart.com/search?q=Jealous+21+Women+Aliah+Blue+Jegging+Jeans,https://www.amazon.in/s?k=Jealous+21+Women+Aliah+Blue+Jegging+Jeans
55804,images/55804.jpg,women,loungewear and nightwear,night suits,multi,SDL by Sweet Dreams Women Multicoloured Striped Night Suit S11-3129,https://www.flipkart.com/search?q=SDL+by+Sweet+Dreams+Women+Multicoloured+Striped+Night+Suit+S11-3129+Night+suits,https://www.amazon.in/s?k=SDL+by+Sweet+Dreams+Women+Multicoloured+Striped+Night+Suit+S11-3129+Night+suits
51498,images/51498.jpg,women,bottomwear,jeans,blue,Denizen Women Blue Jeans,https://www.flipkart.com/search?q=Denizen+Women+Blue+Jeans+Jeans,https://www.amazon.in/s?k=Denizen+Women+Blue+Jeans+Jeans
29582,images/29582.jpg,women,shoes,flats,black,Puma Women Black Grace Flats,https://www.flipkart.com/search?q=Puma+Women+Black+Grace+Flats+Flats,https://www.amazon.in/s?k=Puma+Women+Black+Grace+Flats+Flats
28450,images/28450.jpg,women,bottomwear,track pants,grey,Urban Yoga Women Grey Track Pants,https://www.flipkart.com/search?q=Urban+Yoga+Women+Grey+Track+Pants+Track+Pants,https://www.amazon.in/s?k=Urban+Yoga+Women+Grey+Track+Pants+Track+Pants
4710,images/4710.jpg,unisex,watches,watches,black,ADIDAS Unisex New York Chronographic Digital Black Red Watch,https://www.flipkart.com/search?q=ADIDAS+Unisex+New+York+Chronographic+Digital+Black+Red+Watch+Watches,https://www.amazon.in/s?k=ADIDAS+Unisex+New+York+Chronographic+Digital+Black+Red+Watch+Watches
15347,images/15347.jpg,men,topwear,tshirts,black,Nike Men Special Edition 3 Star Cricket Fan Black Tshirts,https://www.flipkart.com/search?q=Nike+Men+Special+Edition+3+Star+Cricket+Fan+Black+Tshirts+Tshirts,https://www.amazon.in/s?k=Nike+Men+Special+Edition+3+Star+Cricket+Fan+Black+Tshirts+Tshirts
52480,images/52480.jpg,women,loungewear and nightwear,baby dolls,blue,Red Rose Blue & Black Nightdress,https://www.flipkart.com/search?q=Red+Rose+Blue+%26+Black+Nightdress+Baby+Dolls,https://www.amazon.in/s?k=Red+Rose+Blue+%26+Black+Nightdress+Baby+Dolls
59068,images/59068.jpg,women,innerwear,bra,blue,Peri Peri Women Blue Bra,https://www.flipkart.com/search?q=Peri+Peri+Women+Blue+Bra+Bra,https://www.amazon.in/s?k=Peri+Peri+Women+Blue+Bra+Bra
21172,images/21172.jpg,women,topwear,tunics,blue,s.Oliver Women Powder Blue Tunic,https://www.flipkart.com/search?q=s.Oliver+Women+Powder+Blue+Tunic+Tunics,https://www.amazon.in/s?k=s.Oliver+Women+Powder+Blue+Tunic+Tunics
40979,images/40979.jpg,boys,topwear,tshirts,yellow,Gini and Jony Boys Core Yellow T-shirt,https://www.flipkart.com/search?q=Gini+and+Jony+Boys+Core+Yellow+T-shirt+Tshirts,https://www.amazon.in/s?k=Gini+and+Jony+Boys+Core+Yellow+T-shirt+Tshirts
38863,images/38863.jpg,women,topwear,tops,blue,Latin Quarters Women Blue Printed Top,https://www.flipkart.com/search?q=Latin+Quarters+Women+Blue+Printed+Top+Tops,https://www.amazon.in/s?k=Latin+Quarters+Women+Blue+Printed+Top+Tops
14295,images/14295.jpg,men,topwear,tshirts,black,Classic Polo Men Printed pack of 3 Tshirts,https://www.flipkart.com/search?q=Classic+Polo+Men+Printed+pack+of+3+Tshirts+Tshirts,https://www.amazon.in/s?k=Classic+Polo+Men+Printed+pack+of+3+Tshirts+Tshirts
56020,images/56020.jpg,women,lips,lipstick,purple,Colorbar Soft Touch Felin Lipstick 036,https://www.flipkart.com/search?q=Colorbar+Soft+Touch+Felin+Lipstick+036+Lipstick,https://www.amazon.in/s?k=Colorbar+Soft+Touch+Felin+Lipstick+036+Lipstick
32565,images/32565.jpg,women,topwear,tops,blue,ONLY Women Smock Blue Top,https://www.flipkart.com/search?q=ONLY+Women+Smock+Blue+Top+Tops,https://www.amazon.in/s?k=ONLY+Women+Smock+Blue+Top+Tops
40145,images/40145.jpg,girls,bottomwear,capris,pink,Gini and Jony Girls Kinky Pink Capris,https://www.flipkart.com/search?q=Gini+and+Jony+Girls+Kinky+Pink+Capris+Capris,https://www.amazon.in/s?k=Gini+and+Jony+Girls+Kinky+Pink+Capris+Capris
58986,images/58986.jpg,women,fragrance,deodorant,magenta,Cavallini Women Deo,https://www.flipkart.com/search?q=Cavallini+Women+Deo+Deodorant,https://www.amazon.in/s?k=Cavallini+Women+Deo+Deodorant
24400,images/24400.jpg,women,topwear,kurtas,black,Vishudh Women Black Printed Kurta,https://www.flipkart.com/search?q=Vishudh+Women+Black+Printed+Kurta+Kurtas,https://www.amazon.in/s?k=Vishudh+Women+Black+Printed+Kurta+Kurtas
10635,images/10635.jpg,men,shoes,casual shoes,black,Carlton London Men Semi oxfords Black Casual Shoes,https://www.flipkart.com/search?q=Carlton+London+Men+Semi+oxfords+Black+Casual+Shoes+Casual+Shoes,https://www.amazon.in/s?k=Carlton+London+Men+Semi+oxfords+Black+Casual+Shoes+Casual+Shoes
18458,images/18458.jpg,men,fragrance,deodorant,white,David Beckham Instinct Men Deos,https://www.flipkart.com/search?q=David+Beckham+Instinct+Men+Deos+Deodorant,https://www.amazon.in/s?k=David+Beckham+Instinct+Men+Deos+Deodorant
27285,images/27285.jpg,women,topwear,kurtas,brown,Mother Earth Women Brown Kurta,https://www.flipkart.com/search?q=Mother+Earth+Women+Brown+Kurta+Kurtas,https://www.amazon.in/s?k=Mother+Earth+Women+Brown+Kurta+Kurtas
48328,images/48328.jpg,women,bags,handbags,pink,Pitaraa Women Pink Sling Bag,https://www.flipkart.com/search?q=Pitaraa+Women+Pink+Sling+Bag+Handbags,https://www.amazon.in/s?k=Pitaraa+Women+Pink+Sling+Bag+Handbags
42612,images/42612.jpg,women,jewellery,jewellery set,gold,Estelle Women Gold Earring & Pendant Set,https://www.flipkart.com/search?q=Estelle+Women+Gold+Earring+%26+Pendant+Set+Jewellery+Set,https://www.amazon.in/s?k=Estelle+Women+Gold+Earring+%26+Pendant+Set+Jewellery+Set
3535,images/3535.jpg,men,topwear,tshirts,navy blue,Myntra Men's Saadhu Starter Kit Navy Blue T-shirt,https://www.flipkart.com/search?q=Myntra+Men%27s+Saadhu+Starter+Kit+Navy+Blue+T-shirt+Tshirts,https://www.amazon.in/s?k=Myntra+Men%27s+Saadhu+Starter+Kit+Navy+Blue+T-shirt+Tshirts
26357,images/26357.jpg,women,topwear,tshirts,pink,Arrow Woman Striped Pink T-shirt,https://www.flipkart.com/search?q=Arrow+Woman+Striped+Pink+T-shirt+Tshirts,https://www.amazon.in/s?k=Arrow+Woman+Striped+Pink+T-shirt+Tshirts
12162,images/12162.jpg,women,bottomwear,leggings,green,Aurelia Women Solid Blue Leggings,https://www.flipkart.com/search?q=Aurelia+Women+Solid+Blue+Leggings+Leggings,https://www.amazon.in/s?k=Aurelia+Women+Solid+Blue+Leggings+Leggings
47360,images/47360.jpg,women,bags,handbags,green,Baggit Women Green Bag,https://www.flipkart.com/search?q=Baggit+Women+Green+Bag+Handbags,https://www.amazon.in/s?k=Baggit+Women+Green+Bag+Handbags
9833,images/9833.jpg,women,topwear,tshirts,green,Little Miss Women Printed Olive Green T-shirt,https://www.flipkart.com/search?q=Little+Miss+Women+Printed+Olive+Green+T-shirt+Tshirts,https://www.amazon.in/s?k=Little+Miss+Women+Printed+Olive+Green+T-shirt+Tshirts
